X,Y,OBJECTID,HASTUS,TRANSLINK_ID,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
507213.4582,6959682.3984,4996,10230,304700,St Thomas Primary - 31,Perth St,Joseph St,507213.5,6959682.4,-27.486446,153.073022,CAMP HILL,2 - Intermediate,Y,Easy,Medium,Easy,
507022.6851,6960510.7134,4997,10231,,Darcy Road - 40,OATESON SKYLINE DR,,507022.7,6960510.7,-27.478969,153.071086,SEVEN HILLS,3 - Regular with seat,Y,Easy,Easy,Easy,
509839.3584,6959561.6089,4998,10233,304795,Carindale Tennis Centre - 46,CREEK RD,Robbies Av,509839.4,6959561.6,-27.48752,153.099605,CARINA,3 - Regular with seat,Y,Medium,Easy,Hard,
509747.3344,6959739.4635,4999,10234,304796,Fursden Road - 47,CREEK RD,Fursden Rd,509747.3,6959739.5,-27.485915,153.098672,CARINA,3 - Regular with seat,Y,Medium,Easy,Easy,
509440.2954,6960362.7681,5000,10235,304798,Creek Rd at Foxmont St,CREEK RD,Foxmont Dr,509440.3,6960362.8,-27.48029,153.095559,CARINA,2 - Intermediate,Y,Easy,Medium,Hard,2017/04/24 00:00:00+00
499555.8175,6969168.4261,5001,10236,,Heflin Street,FELSTEAD ST,,499555.8,6969168.4,-27.400825,152.995507,EVERTON PARK,4 - Regular ,N,Hard,Easy,Easy,
499540.9878,6969185.1511,5002,10237,,Heflin Street,FELSTEAD ST,,499541,6969185.1,-27.400674,152.995357,EVERTON PARK,4 - Regular ,N,Hard,Easy,Easy,
505816.8109,6963583.4566,5003,10240,305795,Wambool Street - 31,Oxford St,Wambool St,505816.8,6963583.5,-27.451234,153.058865,BULIMBA,2 - Intermediate,Y,Easy,Easy,Easy,2016/07/18 00:00:00+00
503423.318,6943934.1548,5004,10241,303085,Avondale,Nottingham Rd,Menser St,503423.3,6943934.2,-27.628634,153.034699,CALAMVALE,4 - Regular,Y,Easy,Easy,Easy,2017/06/12 00:00:00+00
503304.1432,6943947.48,5005,10244,303089,Avondale,Nottingham Rd,Avondale Cr,503304.1,6943947.5,-27.628514,153.033491,PARKINSON,3 - Regular with seat,Y,Easy,Hard,Medium,2017/04/10 00:00:00+00
499087.6888,6958819.0638,5006,10245,,Jack Cook Park - 18/19,GAILEY RD,,499087.7,6958819.1,-27.494259,152.990764,TARINGA,2 - Intermediate,N,Hard,Easy,Easy,
499106.4542,6958851.6307,5007,10246,,Jack Cook Park - 18/19,INDOOROOPILLY RD,,499106.5,6958851.6,-27.493965,152.990954,TARINGA,4 - Regular,Y,Easy,Easy,Easy,2019/11/19 00:00:00+00
501891.0328,6979617.0639,5008,10249,,Mantias Street - 56,ARNICA CRES,,501891,6979617.1,-27.306492,153.019112,BALD HILLS,3 - Regular with seat,N,Hard,Easy,Easy,
501625.7707,6979684.1139,5009,10250,,Arnica Crescent - 57,ARNICA CRES,,501625.8,6979684.1,-27.305887,153.016431,BALD HILLS,4 - Regular ,N,Hard,Easy,Easy,
500009.6816,6960628.3641,5010,10251,,Chasely Street - 8,CORONATION DR,,500009.7,6960628.4,-27.477925,153.000098,AUCHENFLOWER,2 - Intermediate,N,Hard,Easy,Easy,
499394.7717,6969195.446,5011,10252,,Sizer Street,FELSTEAD ST,,499394.8,6969195.5,-27.400581,152.993878,EVERTON PARK,4 - Regular ,N,Hard,Easy,Easy,
499385.8734,6969211.1742,5012,10253,,Sizer Street,FELSTEAD ST,,499385.9,6969211.2,-27.400439,152.993788,EVERTON PARK,3 - Regular with seat,N,Hard,Easy,Easy,
502200.0388,6975183.0045,5013,10256,,Dorville North Dorville Road,DORVILLE RD,,502200,6975183,-27.346523,153.022243,CARSELDINE,3 - Regular with seat,N,Hard,Easy,Easy,
502112.1074,6974599.1791,5014,10258,301169,Denver East Dorville Road,Dorville Rd,Denver Rd,502112.1,6974599.2,-27.351794,153.021355,CARSELDINE,2 - Intermediate,Y,Easy,Medium,Easy,2017/06/29 00:00:00+00
502118.6536,6974707.1736,5015,10259,301170,Denver East Dorville Road,Dorville Rd,Denver Rd,502118.7,6974707.2,-27.350819,153.021421,CARSELDINE,3 - Regular with seat,Y,Easy,Easy,Easy,2016/01/29 00:00:00+00
504069.3657,6957685.9392,5016,10260,305220,Baron St - 18,Juliette St,Earl St,504069.4,6957685.9,-27.504483,153.041201,GREENSLOPES,2 - Intermediate,N,Hard,Easy,Easy,
501925.181,6948170.8387,5017,10261,303126,Benton Street - 67,Alderwood St,Watson Rd,501925.2,6948170.8,-27.590389,153.019507,ACACIA RIDGE,4 - Regular,N,Hard,Easy,Easy,
506406.8081,6957654.036,5018,10262,304948,Rossmore Ave - 32,Chatsworth Rd,Rossmore Av,506406.8,6957654,-27.504762,153.064867,COORPAROO,3 - Regular with seat,N,Hard,Easy,Easy,
505880.9222,6967465.4462,5019,10263,,Junction Road - 3,CHILDS ST,,505880.9,6967465.4,-27.416187,153.059495,CLAYFIELD,3 - Regular with seat,N,Hard,Easy,Medium,
505899.1156,6967476.8463,5020,10264,,Junction Road - 3,JUNCTION RD,,505899.1,6967476.8,-27.416084,153.059679,CLAYFIELD,3 - Regular with seat,N,Hard,Medium,Hard,
506106.6728,6967431.5526,5021,10265,,Junction Road - 4,JUNCTION RD,,506106.7,6967431.6,-27.416492,153.061779,CLAYFIELD,3 - Regular with seat,N,Hard,Easy,Easy,
506107.9648,6967445.6192,5022,10266,,Junction Road - 4,JUNCTION RD,,506108,6967445.6,-27.416365,153.061792,CLAYFIELD,3 - Regular with seat,N,Easy,Easy,Hard,
500044.1811,6966458.3289,5023,10270,302370,Alderley Junction - 26,Samford Rd,Elgin St,500044.2,6966458.3,-27.425292,153.000447,ALDERLEY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/04/03 00:00:00+00
499840.8676,6966555.9127,5024,10271,302371,Musgrave Terrace - 27,Samford Rd,Musgrave Tce,499840.9,6966555.9,-27.424411,152.99839,ALDERLEY,2 - Intermediate,Y,Easy,Easy,Easy,2017/02/14 00:00:00+00
499570.6365,6966629.5656,5025,10272,302372,Camborne Street - 28,Samford Rd,Camborne St,499570.6,6966629.6,-27.423746,152.995656,ENOGGERA,2 - Intermediate,Y,Easy,Easy,Easy,2020/02/26 00:00:00+00
499260.0748,6966704.3178,5026,10273,302373,Bond Street - 29,Samford Rd,Bond St,499260.1,6966704.3,-27.423071,152.992514,ENOGGERA,3 - Regular with seat,Y,Easy,Easy,Easy,2017/04/04 00:00:00+00
500913.1724,6978426.0175,5027,10284,300414,Strathpine/Lucy,STRATHPINE RD,Lucy St,500913.2,6978426,-27.317246,153.00923,BALD HILLS,4 - Regular,Y,Medium,Easy,Hard,
501637.2834,6978455.849,5028,10285,300411,Parer Street,Hoyland St,Kluver St,501637.3,6978455.9,-27.316976,153.016549,BALD HILLS,4 - Regular,Y,Medium,Easy,Easy,
501627.0875,6978413.0954,5029,10286,300410,Parer Street,Hoyland St,Dresden St,501627.1,6978413.1,-27.317362,153.016446,BALD HILLS,2 - Intermediate,Y,Medium,Easy,Easy,
501044.4185,6956987.6291,5030,10288,304080,Hyde-Rome St Nth - 27,Hyde Rd,Lily Av,501044.4,6956987.6,-27.510793,153.010575,YERONGA,2 - Intermediate,Y,Easy,Medium,Easy,2017/09/15 00:00:00+00
503212.9935,6968831.3981,5031,10289,301375,Castle Street,Castle St,Seabrook St,503213,6968831.4,-27.403864,153.032501,KEDRON,2 - Intermediate,Y,Easy,Medium,Hard,
506237.4628,6966487.2075,5032,10290,,Kitchener Road - 9,KITCHENER RD,,506237.5,6966487.2,-27.425017,153.063107,ASCOT,4 - Regular ,N,Easy,Easy,Easy,
506240.4815,6966592.6552,5033,10291,,Kitchener Road - 9,KITCHENER RD,,506240.5,6966592.6,-27.424065,153.063137,ASCOT,3 - Regular with seat,N,Hard,Easy,Easy,
506195.6146,6966213.5258,5034,10292,,Kitchener Road - 10,KITCHENER RD,,506195.6,6966213.5,-27.427488,153.062685,ASCOT,3 - Regular with seat,N,Hard,Easy,Easy,
506178.5986,6966181.8553,5035,10293,,Kitchener Road - 10,KITCHENER RD,,506178.6,6966181.8,-27.427774,153.062513,ASCOT,3 - Regular with seat,N,Hard,Easy,Easy,
506152.3711,6965913.0393,5036,10294,,Kitchener Road - 11,KITCHENER RD,,506152.4,6965913,-27.430201,153.062249,ASCOT,3 - Regular with seat,N,Hard,Easy,Easy,
506146.4688,6965968.536,5037,10295,,Kitchener Road - 11,KITCHENER RD,,506146.5,6965968.5,-27.4297,153.062189,ASCOT,3 - Regular with seat,N,Hard,Easy,Easy,
502360.4951,6969121.3539,5038,10299,302163,Oates Street,Mawson St,Evans St,502360.5,6969121.3,-27.401248,153.023877,KEDRON,3 - Regular with seat,Y,Medium,Easy,Medium,
509975.2208,6951725.0202,5039,10300,,Kavavagh Road - District Stop,KAVANAGH RD,,509975.2,6951725,-27.558267,153.101045,WISHART,5 - District,N,Hard,Hard,Hard,
509860.6035,6952823.7115,5040,10302,305668,Wishart Rd - 76,Wishart Rd,Elkana Pl,509860.6,6952823.7,-27.548349,153.099875,WISHART,4 - Regular,Y,Easy,Medium,Easy,2018/01/31 00:00:00+00
501977.9116,6953230.3891,5041,10303,304996,Moorooka South Beaudesert Road,Beaudesert Rd,Muriel Av,501977.9,6953230.4,-27.544712,153.020033,MOOROOKA,2 - Intermediate,N,Hard,Easy,Easy,
509866.0231,6952810.7473,5042,10304,305635,Catamia Street South - 76,Berkshire Cr,Elkana Pl,509866,6952810.7,-27.548466,153.09993,WISHART,2 - Intermediate,Y,Easy,Easy,Medium,2017/09/13 00:00:00+00
496254.09,6968412.7749,5043,10305,302455,DAWSON / LINK,Dawson Pde,Kane St,496254.1,6968412.8,-27.407642,152.962107,KEPERRA,4 - Regular,N,Hard,Easy,Hard,
504997.5734,6951590.9373,5044,10306,300434,QEII Hospital Troughton Road,Troughton Rd,Kessels Rd,504997.6,6951590.9,-27.559505,153.050624,COOPERS PLAINS,2 - Intermediate,Y,Easy,Medium,Medium,2017/07/22 00:00:00+00
509524.2884,6951375.3522,5045,10307,305967,Delavan St Park - 85,Delavan St,Cummin St,509524.3,6951375.4,-27.561427,153.09648,WISHART,2 - Intermediate,Y,Hard,Medium,Medium,
504369.3021,6961222.625,5046,10308,301019,Llewellyn Street,Sydney St,Sargent St,504369.3,6961222.6,-27.472553,153.044225,NEW FARM,3 - Regular with seat,Y,Easy,Medium,Easy,2017/07/04 00:00:00+00
504818.1979,6957605.2506,5047,10309,306335,Bardsley Avenue - 20,Logan Rd,Bardsley Av,504818.2,6957605.3,-27.505209,153.048783,GREENSLOPES,2 - Intermediate,N,Hard,Easy,Easy,
507970.7651,6951677.0888,5048,10310,305923,Mt Gravatt Corner - 44,Logan Rd,Mt Gravatt Capalaba Rd,507970.8,6951677.1,-27.558713,153.080741,UPPER MOUNT GRAVATT,3 - Regular with seat,Y,Easy,Easy,Medium,2017/10/19 00:00:00+00
496223.6454,6968725.7893,5049,10311,302456,Grovelly Station,Dawson Pde,Blaker Rd,496223.6,6968725.8,-27.404816,152.9618,KEPERRA,4 - Regular,N,Hard,Easy,Easy,
506833.834,6946614.7709,5050,10312,,Nemies Rd at Runcorn Hts Sch - District Stop,NEMIES RD,,506833.8,6946614.8,-27.604421,153.069253,RUNCORN,5 - District,N,Hard,Hard,Hard,
506834.7042,6958418.4308,5051,10313,304922,Kelsey Street - 35,Newman Av,Kelsey St,506834.7,6958418.4,-27.497859,153.069195,CAMP HILL,4 - Regular,Y,Medium,Hard,Easy,
504975.6389,6951544.8668,5052,10314,300497,QEII Hospital Troughton Road,Troughton Rd,Middle St,504975.6,6951544.9,-27.559921,153.050402,COOPERS PLAINS,1 - Premium,Y,Easy,Medium,Easy,2019/04/26 00:00:00+00
497799.5461,6958719.5422,5053,10316,303623,York Street - 29,York St,Prince St,497799.5,6958719.5,-27.495156,152.977723,INDOOROOPILLY,4 - Regular,Y,Easy,Easy,Easy,2017/03/27 00:00:00+00
504843.0746,6961324.4633,5054,10318,301015,Elystan Street,Elystan Rd,Mark St,504843.1,6961324.5,-27.471632,153.04902,NEW FARM,4 - Regular,Y,Easy,Hard,Hard,
502728.7557,6970034.9823,5055,10319,,Rode Road - District Stop,RODE RD,,502728.8,6970035,-27.392999,153.0276,CHERMSIDE,5 - District,N,Hard,Hard,Hard,
504890.728,6962398.5484,5056,10320,,Villiers Street - 18,VILLIERS ST,,504890.7,6962398.6,-27.461935,153.049498,TENERIFFE,4 - Regular ,N,Hard,Hard,Hard,
498036.6156,6959923.7301,5057,10322,,Soudan Street - 24,BENT ST,,498036.6,6959923.7,-27.484285,152.980125,TOOWONG,2 - Intermediate,N,Hard,Easy,Easy,
497740.8575,6959873.9448,5058,10324,303809,Exmouth Street - 26,Exmouth St,Camp St,497740.9,6959873.9,-27.484734,152.977131,TOOWONG,4 - Regular,N,Medium,Hard,Hard,
504058.1461,6962883.123,5059,10325,300937,James Street - 9,James St,Arthur St,504058.1,6962883.1,-27.457563,153.04107,FORTITUDE VALLEY,3 - Regular with seat,N,Easy,Easy,Medium,
507202.3859,6945753.1089,5060,10326,305482,Compton Road @ Piccadilly Way,Compton Rd,Piccadilly Wy,507202.4,6945753.1,-27.612198,153.072993,STRETTON,2 - Intermediate,Y,Easy,Medium,Easy,2018/02/28 00:00:00+00
501484.1835,6950257.5555,5061,10327,,Kerry/Beatty - 52,KERRY RD,,501484.2,6950257.6,-27.571551,153.015036,ARCHERFIELD,4 - Regular ,N,Hard,Easy,Easy,
501473.8208,6950271.7351,5062,10328,300482,Kerry/Beatty - 52,Kerry Rd,Beatty Rd,501473.8,6950271.7,-27.571423,153.014931,ARCHERFIELD,4 - Regular,Y,Easy,Easy,Easy,2018/12/11 00:00:00+00
504913.8829,6962237.0415,5063,10330,,Hawthorne Street - 13,MERTHYR RD,,504913.9,6962237,-27.463393,153.049733,NEW FARM,3 - Regular with seat,N,Hard,Easy,Easy,
504944.0214,6962489.5771,5064,10331,300951,Saratoga - 13A,Macquarie St,Hastings St,504944,6962489.6,-27.461113,153.050037,TENERIFFE,3 - Regular with seat,Y,Easy,Easy,Easy,2017/03/10 00:00:00+00
504938.6858,6962244.0098,5065,10332,,Hawthorne Street - 13,MERTHYR RD,,504938.7,6962244,-27.46333,153.049984,NEW FARM,2 - Intermediate,N,Hard,Easy,Easy,
502728.4988,6968876.1536,5066,10334,,Goodall Street,STRATHMORE ST,,502728.5,6968876.1,-27.403461,153.0276,KEDRON,4 - Regular ,N,Hard,Easy,Easy,
505374.9446,6956685.4288,5067,10335,305902,Raff Ave - 25,Logan Rd,Raff Av,505374.9,6956685.4,-27.513511,153.054424,GREENSLOPES,2 - Intermediate,Y,Medium,Easy,Hard,
499568.2828,6966102.0981,5068,10336,302048,Cole Street - 27,Cole St,Elfreda St,499568.3,6966102.1,-27.428508,152.995632,ALDERLEY,2 - Intermediate,Y,Easy,Medium,Medium,2017/04/04 00:00:00+00
501973.067,6969163.6238,5069,10337,,Wattle Street - 35,MAWSON ST,,501973.1,6969163.6,-27.400867,153.019958,STAFFORD HEIGHTS,4 - Regular ,N,Hard,Easy,Easy,
499558.0034,6966113.2851,5070,10338,302041,Cole Street - 27,Cole St,Hilda St,499558,6966113.3,-27.428407,152.995528,ALDERLEY,3 - Regular with seat,Y,Easy,Hard,Easy,2019/08/16 00:00:00+00
502057.7639,6969002.003,5071,10339,,Chisholm Street,SCOTT ST,,502057.8,6969002,-27.402326,153.020815,STAFFORD HEIGHTS,4 - Regular ,N,Hard,Easy,Easy,
502094.24,6968983.7205,5072,10340,302122,Chisholm Street,SCOTT ST,Chisholm St,502094.2,6968983.7,-27.402491,153.021184,STAFFORD HEIGHTS,4 - Regular,N,Hard,Medium,Hard,
505598.1515,6956486.7229,5073,10341,305903,C.B. Mott Park - 26,Logan Rd,Poet St,505598.2,6956486.7,-27.515304,153.056685,HOLLAND PARK,2 - Intermediate,Y,Easy,Easy,Medium,2017/10/27 00:00:00+00
499598.1255,6966282.9799,5074,10342,302047,Cole - Lloyd - 28,Cole St,Edith St,499598.1,6966283,-27.426875,152.995934,ALDERLEY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/04/04 00:00:00+00
504815.9641,6962481.8744,5075,10343,300959,Hastings Street,Kingholme St,Hastings St,504816,6962481.9,-27.461183,153.048741,TENERIFFE,4 - Regular,Y,Easy,Easy,Hard,
499586.1661,6966284.198,5076,10344,302042,Cole - Lloyd - 28,Cole St,Edith St,499586.2,6966284.2,-27.426864,152.995813,ALDERLEY,3 - Regular with seat,Y,Easy,Easy,Easy,2017/02/14 00:00:00+00
506291.7267,6955892.0081,5077,10345,,Holland Road - 43A,LOGAN RD,,506291.7,6955892,-27.52067,153.063711,HOLLAND PARK,5 - District,N,Hard,Hard,Hard,
506849.8109,6956288.1455,5078,10346,305252,Greenmount Avenue - 45,Holland Rd,Murton Av,506849.8,6956288.2,-27.517091,153.06936,HOLLAND PARK,4 - Regular,N,Medium,Hard,Hard,
507118.6257,6955943.2837,5079,10347,,Rowton Street - 47,ROWTON ST,,507118.6,6955943.3,-27.520203,153.072084,HOLLAND PARK,4 - Regular ,N,Medium,Hard,Medium,
506992.0703,6955854.5211,5080,10349,,Elgar Street - 47A,ELGAR ST,,506992.1,6955854.5,-27.521005,153.070803,HOLLAND PARK,2 - Intermediate,Y,Easy,Medium,Medium,2017/10/27 00:00:00+00
504540.8638,6963226.9945,5081,10351,300954,Hough Lane,Harcourt St,Commercial Rd,504540.9,6963227,-27.454457,153.045954,TENERIFFE,2 - Intermediate,Y,Easy,Medium,Medium,2017/07/04 00:00:00+00
504444.4877,6963135.4259,5082,10352,300941,Hough Lane,Harcourt St,Commercial Rd,504444.5,6963135.4,-27.455284,153.044979,TENERIFFE,4 - Regular,N,Hard,Easy,Easy,
507308.9464,6955812.2444,5083,10354,,Seville Shops - 48,CRADOCK ST,,507308.9,6955812.2,-27.521385,153.074012,HOLLAND PARK,2 - Intermediate,Y,Medium,Easy,Easy,2018/02/08 00:00:00+00
497939.269,6969010.3099,5084,10355,302439,Osborne North - 51,Osborne Rd,Camelia Pullen Rd,497939.3,6969010.3,-27.402251,152.979155,EVERTON PARK,2 - Intermediate,N,Medium,Medium,Easy,
507501.6982,6955626.1491,5085,10356,,Mar Street - 49,CRADOCK ST,,507501.7,6955626.2,-27.523064,153.075965,HOLLAND PARK,3 - Regular with seat,N,Hard,Easy,Easy,
498624.6691,6968960.2288,5086,10357,,Pullen Road - District Stop,PULLEN RD,,498624.7,6968960.2,-27.402704,152.986088,EVERTON PARK,5 - District,N,Hard,Hard,Hard,
507008.5466,6955654.7978,5087,10358,305272,Glindemann Drive - 47B,Glindemann Dr,Seville Rd,507008.5,6955654.8,-27.522808,153.070971,HOLLAND PARK,3 - Regular with seat,Y,Easy,Easy,Easy,2017/08/18 00:00:00+00
499183.4898,6961988.8839,5088,10359,303709,Norm Buchan Park East - 12,Rainworth Rd,Baroona Rd,499183.5,6961988.9,-27.465642,152.991736,BARDON,4 - Regular,Y,Easy,Easy,Easy,2016/12/12 00:00:00+00
507025.1355,6955652.2406,5089,10360,305273,Glindemann Drive - 47B,Glindemann Dr,Seville Rd,507025.1,6955652.2,-27.522831,153.071139,HOLLAND PARK,3 - Regular with seat,Y,Easy,Easy,Hard,2017/08/18 00:00:00+00
502153.7549,6960535.3525,5090,10361,,"City Sights Stop """"South Bank Parklands"""" Grey Stree",GREY ST,,502153.8,6960535.4,-27.478763,153.021801,SOUTH BRISBANE,3 - Regular with seat,N,Medium,Easy,Easy,
507105.5208,6955653.745,5091,10362,305271,Seville Road - 47C,Seville Rd,Glindemann Dr,507105.5,6955653.7,-27.522817,153.071953,HOLLAND PARK,3 - Regular with seat,Y,Easy,Hard,Medium,2018/03/13 00:00:00+00
501578.9705,6963490.2489,5092,10363,302912,QUT Victoria Park Rd,Victoria Park Rd,Musk Av,501579,6963490.3,-27.452087,153.015979,KELVIN GROVE,1 - Premium,Y,Easy,Hard,Easy,2017/10/19 00:00:00+00
507111.8521,6955672.9041,5093,10364,305274,Seville Road - 47C,Seville Rd,Dobbie St,507111.9,6955672.9,-27.522644,153.072017,HOLLAND PARK,3 - Regular with seat,Y,Medium,Medium,Easy,
507929.2841,6951496.3421,5094,10366,305727,Cremin Street - 60/45,Kessels Rd,Cremin St,507928.7,6951497.9,-27.560345,153.080322,UPPER MOUNT GRAVATT,2 - Intermediate,N,Hard,Hard,Hard,
507870.8037,6952202.7482,5095,10368,306080,St Bernard - 42,Logan Rd,Lindwall St,507870.8,6952202.7,-27.553968,153.079725,UPPER MOUNT GRAVATT,2 - Intermediate,Y,Hard,Hard,Hard,
507252.7228,6945776.5621,5096,10369,305481,Piccadilly Way,Compton Rd,Piccadilly Wy,507252.7,6945776.6,-27.611986,153.073503,RUNCORN,3 - Regular with seat,Y,Easy,Medium,Easy,2017/07/30 00:00:00+00
506947.6214,6955837.5989,5097,10370,305257,Elgar Street - 47A,Elgar St,Olroy St,506947.6,6955837.6,-27.521158,153.070353,HOLLAND PARK,2 - Intermediate,Y,Easy,Medium,Easy,2019/07/10 00:00:00+00
505665.8058,6965910.7255,5098,10371,300922,Wren Street - 25,Upper Lancaster Rd,Wren St,505665.8,6965910.7,-27.430224,153.057326,ASCOT,3 - Regular with seat,Y,Easy,Easy,Easy,2017/06/01 00:00:00+00
506889.3191,6956297.5385,5099,10372,305253,Greenmount Avenue - 45,Holland Rd,Murton Av,506889.3,6956297.5,-27.517006,153.06976,HOLLAND PARK,2 - Intermediate,Y,Easy,Medium,Easy,2019/03/14 00:00:00+00
496175.9656,6969142.2532,5100,10373,302457,DAWSON / CASEY,Dawson Pde,Casey St,496176,6969142.2,-27.401056,152.961319,KEPERRA,4 - Regular,Y,Medium,Medium,Hard,
495286.1281,6957278.417,5101,10374,303489,Bredden Street - 32,Moggill Rd,Chapel Hill Rd,495286.1,6957278.4,-27.50816,152.952272,CHAPEL HILL,3 - Regular with seat,Y,Medium,Hard,Easy,
496211.2169,6968957.3963,5102,10375,302450,DAWSON / MADSEN,Dawson Pde,Madsen St,496211.2,6968957.4,-27.402725,152.961675,KEPERRA,2 - Intermediate,Y,Medium,Easy,Medium,
495063.285,6957349.1096,5103,10376,,Marshall Lane Moggill Road,MOGGILL RD,,495063.3,6957349.1,-27.507521,152.950016,KENMORE,2 - Intermediate,N,Hard,Easy,Easy,
494745.2453,6956689.4686,5104,10377,303553,Marshall Lane - 36,Marshall La,Gilruth Rd,494745.2,6956689.5,-27.513475,152.946793,KENMORE,2 - Intermediate,Y,Easy,Hard,Easy,2017/07/11 00:00:00+00
492372.8978,6955925.3655,5105,10378,303381,Rafting Ground Park,MOGGILL RD,Pullenvale Rd,492372.9,6955925.4,-27.520362,152.922767,BROOKFIELD,2 - Intermediate,Y,Easy,Medium,Easy,2018/06/13 00:00:00+00
494593.0721,6967867.0789,5106,10379,302644,Gilliat Street - 36B,Gilliat St,Camoola St,494593.1,6967867.1,-27.412563,152.945302,KEPERRA,3 - Regular with seat,Y,Easy,Easy,Medium,2019/08/16 00:00:00+00
493348.4134,6956800.3325,5107,10380,303374,Lanark Street - 39A,Lanark St,Kilkivan Av,493348.4,6956800.3,-27.512468,152.93265,KENMORE,3 - Regular with seat,N,Medium,Hard,Hard,
497599.6352,6963194.7019,5108,10381,302727,Davies Road - 33,Davies Rd,Coolibah St,497599.6,6963194.7,-27.454754,152.975708,ASHGROVE,3 - Regular with seat,Y,Medium,Easy,Hard,
499433.1871,6963664.2404,5109,10383,,Arthur Terrace - 15A,ARTHUR TCE,,499433.2,6963664.2,-27.450517,152.994264,RED HILL,4 - Regular ,N,Hard,Easy,Easy,
493451.3358,6957515.3911,5110,10385,303360,Kenmore West Brookfield Road,Brookfield Rd,Aronia St,493451.3,6957515.4,-27.506013,152.933696,KENMORE,2 - Intermediate,Y,Easy,Easy,Medium,2017/09/07 00:00:00+00
502231.5478,6955352.1004,5111,10386,304034,Clifton Hill O/B Ipswich Road FS Beaudesert Rd,Ipswich Rd,Beaudesert Rd,502231.5,6955352.1,-27.525557,153.022598,MOOROOKA,2 - Intermediate,Y,Easy,Easy,Medium,2017/09/29 00:00:00+00
496295.4214,6968051.0266,5112,10387,302454,Dawson Parade-Crampton Street,Dawson Pde,Crampton St,496295.4,6968051,-27.410908,152.962524,KEPERRA,4 - Regular,Y,Easy,Easy,Medium,2019/08/16 00:00:00+00
505979.3926,6958575.0596,5113,10388,305200,Shire Street - 27/28,Cavendish Rd,Shire St,505979.4,6958575.1,-27.496449,153.060535,COORPAROO,2 - Intermediate,Y,Easy,Medium,Medium,2016/11/25 00:00:00+00
506549.5103,6956880.9154,5114,10392,304958,Arlington Street - 37,CAVENDISH RD,Arlington St,506549.5,6956880.9,-27.511741,153.066316,COORPAROO,2 - Intermediate,Y,Medium,Easy,Hard,
506911.9032,6956766.8474,5115,10393,304960,Stoneleigh Street - 38,CAVENDISH RD,Stoneliegh St,506911.9,6956766.8,-27.512769,153.069986,COORPAROO,4 - Regular,Y,Medium,Hard,Hard,
507198.9253,6956467.9423,5116,10394,,Cavendish Rd Reservoir - 40,CAVENDISH RD,,507198.9,6956467.9,-27.515466,153.072894,HOLLAND PARK,3 - Regular with seat,N,Hard,Easy,Easy,
507754.1108,6956097.5293,5117,10395,304969,Crystal Street - 50,CAVENDISH RD,Crystal St,507754.1,6956097.5,-27.518807,153.078518,HOLLAND PARK,2 - Intermediate,Y,Medium,Hard,Hard,
501488.4367,6954384.7691,5118,10396,304028,Moorooka Station - 39/38,Ipswich Rd,Unwin St,501488.4,6954384.8,-27.534291,153.015074,MOOROOKA,2 - Intermediate,N,Easy,Easy,Easy,
498023.4704,6964259.3525,5119,10397,302695,Glenlyon Drive - 39C,Glenlyon Dr,Cypress Dr,498023.5,6964259.3,-27.445143,152.979999,ASHGROVE,4 - Regular,N,Hard,Easy,Easy,
498026.7366,6964227.4524,5120,10398,302694,Glenlyon Drive - 39C,Glenlyon Dr,Cypress Dr,498026.7,6964227.4,-27.445431,152.980032,ASHGROVE,4 - Regular,Y,Medium,Easy,Easy,
498356.1803,6954845.6533,5121,10399,303981,Thomas-Oxley - 55,Thomas St,Oxley Rd,498356.2,6954845.6,-27.53013,152.983353,SHERWOOD,2 - Intermediate,Y,Easy,Easy,Easy,2017/01/16 00:00:00+00
498370.7923,6954863.3781,5122,10400,303972,Thomas-Oxley - 55,Thomas St,Oxley Rd,498370.8,6954863.4,-27.52997,152.983501,SHERWOOD,2 - Intermediate,Y,Medium,Easy,Easy,2017/01/16 00:00:00+00
493226.2594,6969133.6727,5123,10401,302491,Archdale - Coleraine,Archdale Rd,Glenaan St,493226.3,6969133.7,-27.401122,152.931482,FERNY GROVE,4 - Regular,Y,Medium,Hard,Easy,2017/06/15 00:00:00+00
508708.4318,6951856.2515,5124,10403,,Mt Gravatt Capalaba Road - 62/78,MT GRAVATT-CAPALABA RD,,508708.4,6951856.3,-27.557091,153.088212,UPPER MOUNT GRAVATT,5 - District,N,Hard,Easy,Hard,
507476.8008,6951729.1296,5125,10404,300428,Nagle Street - 79,Nagle St,Pickworth St,507476.8,6951729.1,-27.558246,153.075737,UPPER MOUNT GRAVATT,3 - Regular with seat,Y,Hard,Hard,Hard,
507018.7513,6951925.9037,5126,10405,300430,Tora Street - 77,Tora St,Ilya St,507018.8,6951925.9,-27.556472,153.071096,MACGREGOR,4 - Regular,Y,Easy,Easy,Easy,2017/10/05 00:00:00+00
